Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:ANW,"Aus Tin Mining (ASX:ANW)",https://www.listcorp.com/asx/anw/aus-tin-mining,"	13766800",0.001,0.00,0,Materials
ASX:BIO,"Biome Australia Limited (ASX:BIO)",https://www.listcorp.com/asx/bio/biome-australia-limited,"	13718200",0.087,0.00,0,"Consumer Staples"
ASX:ATP,"Atlas Pearls Ltd (ASX:ATP)",https://www.listcorp.com/asx/atp/atlas-pearls-ltd,"	13691900",0.032,0.00,0,"Consumer Discretionary"
ASX:AEI,"Aeris Environmental (ASX:AEI)",https://www.listcorp.com/asx/aei/aeris-environmental,"	13685100",0.056,0.00,0,Industrials
ASX:WEL,"Winchester Energy Limited (ASX:WEL)",https://www.listcorp.com/asx/wel/winchester-energy-limited,"	13638000",0.013,0.00,0,Energy
ASX:AD1,"AD1 Holdings Limited (ASX:AD1)",https://www.listcorp.com/asx/ad1/ad1-holdings-limited,"	13516300",0.02,0.00,0,"Communication Services"
ASX:BMG,"BMG Resources Limited (ASX:BMG)",https://www.listcorp.com/asx/bmg/bmg-resources,"	13509700",0.035,0.00,0,Materials
ASX:AW1,"American West Metals Limited (ASX:AW1)",https://www.listcorp.com/asx/aw1/american-west-metals-limited,"	13436200",0.15,0.00,0,Materials
ASX:SRZ,"Stellar Resources Limited (ASX:SRZ)",https://www.listcorp.com/asx/srz/stellar-resources-limited,"	13428800",0.016,0.00,0,Materials
ASX:LNR,"Lanthanein Resources Limited (ASX:LNR)",https://www.listcorp.com/asx/lnr/lanthanein-resources-limited,"	13405200",0.016,0.00,0,Materials
ASX:ARC,"ARC Funds Limited (ASX:ARC)",https://www.listcorp.com/asx/arc/arc-funds-limited,"	13384000",0.445,0.00,0,Financials
ASX:KP2,"Kore Potash Plc (ASX:KP2)",https://www.listcorp.com/asx/kp2/kore-potash-plc,"	13361500",0.019,0.00,0,Materials
ASX:ZGL,"Zicom Group (ASX:ZGL)",https://www.listcorp.com/asx/zgl/zicom,"	13302700",0.062,0.00,0,Industrials
ASX:TOR,"Torque Metals Limited (ASX:TOR)",https://www.listcorp.com/asx/tor/torque-metals-limited,"	13255200",0.21,0.00,0,Materials
ASX:DLC,"Delecta Limited (ASX:DLC)",https://www.listcorp.com/asx/dlc/delecta-limited,"	13254000",0.011,0.00,0,"Consumer Discretionary"
ASX:HMG,"Hamelin Gold Limited (ASX:HMG)",https://www.listcorp.com/asx/hmg/hamelin-gold-limited,"	13200000",0.12,0.00,0,Materials
ASX:MBK,"Metal Bank Limited (ASX:MBK)",https://www.listcorp.com/asx/mbk/metal-bank,"	13039100",0.005,0.00,0,Materials
ASX:PG1,"Pearl Global Limited (ASX:PG1)",https://www.listcorp.com/asx/pg1/pearl-global-limited,"	13029200",0.013,0.00,0,Industrials
ASX:FZR,"Fitzroy River Corporation (ASX:FZR)",https://www.listcorp.com/asx/fzr/fitzroy-river-corporation,"	12954500",0.12,0.00,0,Energy
ASX:TMG,"Trigg Mining Ltd (ASX:TMG)",https://www.listcorp.com/asx/tmg/trigg-mining-ltd,"	12921100",0.076,0.00,0,Materials
ASX:UCM,"Uscom Limited (ASX:UCM)",https://www.listcorp.com/asx/ucm/uscom-limited,"	12911300",0.065,0.00,0,"Health Care"
ASX:MOB,"Mobilicom Limited (ASX:MOB)",https://www.listcorp.com/asx/mob/mobilicom-limited,"	12877500",0.04,0.00,0,"Information Technology"
ASX:CPM,"Cooper Metals Limited (ASX:CPM)",https://www.listcorp.com/asx/cpm/cooper-metals-limited,"	12857200",0.455,0.00,0,Materials
ASX:BOA,"Boadicea Resources (ASX:BOA)",https://www.listcorp.com/asx/boa/boadicea-resources,"	12820500",0.165,0.00,0,Materials
ASX:E33,"East 33 Limited (ASX:E33)",https://www.listcorp.com/asx/e33/east-33-limited,"	12694200",0.046,0.00,0,"Consumer Staples"
ASX:ATV,"ActivePort Group Limited (ASX:ATV)",https://www.listcorp.com/asx/atv/activeport-group-limited,"	12672700",0.096,0.00,0,"Information Technology"
ASX:EXL,"Elixinol Wellness Limited (ASX:EXL)",https://www.listcorp.com/asx/exl/elixinol-wellness-limited,"	12650600",0.04,0.00,0,"Consumer Staples"
ASX:RLF,"RLF AgTech Ltd (ASX:RLF)",https://www.listcorp.com/asx/rlf/rlf-agtech-ltd,"	12581700",0.15,0.00,0,Materials
ASX:EPX,"EP&T Global Limited (ASX:EPX)",https://www.listcorp.com/asx/epx/ep-and-t-global-limited,"	12549800",0.069,0.00,0,"Information Technology"
ASX:IQ3,"iQ3Corp Limited (ASX:IQ3)",https://www.listcorp.com/asx/iq3/iq3corp-limited,"	12520900",0.12,0.00,0,Financials
ASX:CDD,"Cardno Limited (ASX:CDD)",https://www.listcorp.com/asx/cdd/cardno,"	12499400",0.32,0.00,0,Industrials
ASX:REZ,"Resources & Energy Group (ASX:REZ)",https://www.listcorp.com/asx/rez/resources-and-energy-group,"	12495100",0.025,0.00,0,Materials
ASX:SGI,"Stealth Global Holdings Limited (ASX:SGI)",https://www.listcorp.com/asx/sgi/stealth-global-holdings-limited,"	12462500",0.125,0.00,0,Industrials
ASX:ALY,"Alchemy Resources Limited (ASX:ALY)",https://www.listcorp.com/asx/aly/alchemy-resources-limited,"	12390000",0.013,0.00,0,Materials
ASX:G79,"GoldOz Limited (ASX:G79)",https://www.listcorp.com/asx/g79/goldoz-limited,"	12251800",1.89,0.00,0,Materials
ASX:MDI,"Middle Island Resources (ASX:MDI)",https://www.listcorp.com/asx/mdi/middle-island-resources,"	12241800",0.1,0.00,0,Materials
ASX:GUL,"Gullewa Limited (ASX:GUL)",https://www.listcorp.com/asx/gul/gullewa,"	12217800",0.064,0.00,0,Materials
ASX:HCT,"Holista Colltech Limited (ASX:HCT)",https://www.listcorp.com/asx/hct/holista-colltech,"	12203400",0.044,0.00,0,"Consumer Staples"
ASX:SPA,"Spacetalk Ltd (ASX:SPA)",https://www.listcorp.com/asx/spa/spacetalk-ltd,"	12185900",0.056,0.00,0,"Information Technology"
ASX:AS2,"Askari Metals Limited (ASX:AS2)",https://www.listcorp.com/asx/as2/askari-metals-limited,"	12168700",0.27,0.00,0,Materials
ASX:SGC,"Sacgasco Limited (ASX:SGC)",https://www.listcorp.com/asx/sgc/sacgasco-limited,"	12154100",0.02,0.00,0,Energy
ASX:ABV,"Advanced Braking Technology (ASX:ABV)",https://www.listcorp.com/asx/abv/advanced-braking-technology,"	12132800",0.032,0.00,0,"Consumer Discretionary"
ASX:KAM,"K2 Asset Management (ASX:KAM)",https://www.listcorp.com/asx/kam/k2-asset-management,"	12054300",0.05,0.00,0,Financials
ASX:ODA,"Orcoda Limited (ASX:ODA)",https://www.listcorp.com/asx/oda/orcoda-limited,"	12013600",0.076,0.00,0,"Information Technology"
ASX:DM1,"Desert Metals Limited (ASX:DM1)",https://www.listcorp.com/asx/dm1/desert-metals-limited,"	11998000",0.25,0.00,0,Materials
ASX:ZAG,"Zuleika Gold Limited (ASX:ZAG)",https://www.listcorp.com/asx/zag/zuleika-gold-limited,"	11995700",0.023,0.00,0,Materials
ASX:BDX,"BCAL Diagnostics Limited (ASX:BDX)",https://www.listcorp.com/asx/bdx/bcal-diagnostics-limited,"	11888500",0.09,0.00,0,"Health Care"
ASX:NHE,"Noble Helium Limited (ASX:NHE)",https://www.listcorp.com/asx/nhe/noble-helium-limited,"	11878000",0.155,0.00,0,Energy
ASX:ICL,"Iceni Gold Limited (ASX:ICL)",https://www.listcorp.com/asx/icl/iceni-gold-limited,"	11794100",0.092,0.00,0,Materials
ASX:ADY,"Admiralty Resources NL (ASX:ADY)",https://www.listcorp.com/asx/ady/admiralty-resources,"	11732200",0.009,0.00,0,Materials
ASX:BUX,"Buxton Resources Limited (ASX:BUX)",https://www.listcorp.com/asx/bux/buxton-resources,"	11666300",0.08,0.00,0,Materials
ASX:QML,"Qmines Limited (ASX:QML)",https://www.listcorp.com/asx/qml/qmines-limited,"	11641300",0.175,0.00,0,Materials
ASX:KGM,"Kalnorth Gold Mines (ASX:KGM)",https://www.listcorp.com/asx/kgm/kalnorth-gold,"	11625100",0.013,0.00,0,Materials
ASX:IRX,"InhaleRx Limited (ASX:IRX)",https://www.listcorp.com/asx/irx/inhalerx-limited,"	11624200",0.069,0.00,0,"Health Care"
ASX:NC6,"Nanollose Limited (ASX:NC6)",https://www.listcorp.com/asx/nc6/nanollose-limited,"	11613100",0.078,0.00,0,"Health Care"
ASX:CZN,"Corazon Mining (ASX:CZN)",https://www.listcorp.com/asx/czn/corazon-mining,"	11596300",0.019,0.00,0,Materials
ASX:YOW,"Yowie Group Ltd (ASX:YOW)",https://www.listcorp.com/asx/yow/yowie-group-ltd,"	11584100",0.053,0.00,0,"Consumer Staples"
ASX:CBL,"CBL Corporation Limited (ASX:CBL)",https://www.listcorp.com/asx/cbl/cbl-corporation-limited,"	11576100",0.23,0.00,0,"Health Care"
ASX:GPEQ,"VanEck Global Listed Private Equity ETF (ASX:GPEQ)",https://www.listcorp.com/asx/gpeq/vaneck-global-listed-private-equity-etf,"	11512000",14.38,0.00,0,Financials
ASX:AKN,"Auking Mining Limited (ASX:AKN)",https://www.listcorp.com/asx/akn/auking-mining-limited,"	11462600",0.11,0.00,0,Materials
ASX:BRX,"Belararox Limited (ASX:BRX)",https://www.listcorp.com/asx/brx/belararox-limited,"	11435500",0.365,0.00,0,Materials
ASX:DLM,"Dominion Minerals Limited (ASX:DLM)",https://www.listcorp.com/asx/dlm/dominion-minerals-limited,"	11390500",0.055,0.00,0,Materials
ASX:S3N,"SensOre Ltd (ASX:S3N)",https://www.listcorp.com/asx/s3n/sensore-ltd,"	11390200",0.545,0.00,0,Materials
ASX:AHN,"Athena Resources Limited (ASX:AHN)",https://www.listcorp.com/asx/ahn/athena-resources-limited,"	11381500",0.014,0.00,0,Materials
ASX:BEX,"BikeExchange Limited (ASX:BEX)",https://www.listcorp.com/asx/bex/bikeexchange-limited,"	11363600",0.023,0.00,0,"Consumer Discretionary"
ASX:BTN,"Butn Limited (ASX:BTN)",https://www.listcorp.com/asx/btn/butn-limited,"	11363500",0.145,0.00,0,Financials
ASX:FNX,"Finexia Financial Group Limited (ASX:FNX)",https://www.listcorp.com/asx/fnx/finexia-financial-group-limited,"	11347500",0.07,0.00,0,Financials
ASX:A1G,"African Gold Limited (ASX:A1G)",https://www.listcorp.com/asx/a1g/african-gold-limited,"	11344000",0.095,0.00,0,Materials
ASX:RDN,"Raiden Resources Limited (ASX:RDN)",https://www.listcorp.com/asx/rdn/raiden-resources-limited,"	11339500",0.008,0.00,0,Materials
ASX:LSR,"Lodestar Minerals (ASX:LSR)",https://www.listcorp.com/asx/lsr/lodestar-minerals,"	11299800",0.007,0.00,0,Materials
ASX:WFL,"Wellfully Limited (ASX:WFL)",https://www.listcorp.com/asx/wfl/wellfully-limited,"	11281600",0.041,0.00,0,"Health Care"
ASX:KSM,"K2 Australian Small Cap Fund (ASX:KSM)",https://www.listcorp.com/asx/ksm/k2-australian-small-cap-fund,"	11262500",2.41,0.00,0,Financials
ASX:SBR,"Sabre Resources (ASX:SBR)",https://www.listcorp.com/asx/sbr/sabre-resources,"	11158900",0.004,0.00,0,Materials
ASX:SHH,"Shree Minerals Limited (ASX:SHH)",https://www.listcorp.com/asx/shh/shree-minerals,"	11146400",0.009,0.00,0,Materials
ASX:SCL,"Schrole Group Ltd (ASX:SCL)",https://www.listcorp.com/asx/scl/schrole-group-ltd,"	11132100",0.32,0.00,0,"Information Technology"
ASX:1AG,"Alterra Limited (ASX:1AG)",https://www.listcorp.com/asx/1ag/alterra-limited,"	11128800",0.016,0.00,0,"Consumer Staples"
ASX:CUS,"Copper Search Limited (ASX:CUS)",https://www.listcorp.com/asx/cus/copper-search-limited,"	11086900",0.21,0.00,0,Materials
ASX:AYM,"Australia United Mining Limited (ASX:AYM)",https://www.listcorp.com/asx/aym/australia-united-mining-limited,"	11055500",0.006,0.00,0,Materials
ASX:SW1,"Swift Networks Group Limited (ASX:SW1)",https://www.listcorp.com/asx/sw1/swift-networks-group-limited,"	11022800",0.019,0.00,0,"Communication Services"
ASX:WML,"Woomera Mining Limited (ASX:WML)",https://www.listcorp.com/asx/wml/woomera-mining-limited,"	10989300",0.016,0.00,0,Materials
ASX:LCT,"Living Cell Technologies (ASX:LCT)",https://www.listcorp.com/asx/lct/living-cell-technologies,"	10925600",0.009,0.00,0,"Health Care"
ASX:LYK,"Lykos Metals Limited (ASX:LYK)",https://www.listcorp.com/asx/lyk/lykos-metals-limited,"	10920000",0.175,0.00,0,Materials
ASX:R3D,"R3D Resources Limited (ASX:R3D)",https://www.listcorp.com/asx/r3d/r3d-resources-limited,"	10912500",0.1,0.00,0,Materials
ASX:DMC,"Design Milk Co Limited (ASX:DMC)",https://www.listcorp.com/asx/dmc/design-milk-co-limited,"	10887800",0.3,0.00,0,"Consumer Discretionary"
ASX:KAL,"Kalgoorlie Gold Mining Limited (ASX:KAL)",https://www.listcorp.com/asx/kal/kalgoorlie-gold-mining-limited,"	10865200",0.15,0.00,0,Materials
ASX:OAR,"Oar Resources Limited (ASX:OAR)",https://www.listcorp.com/asx/oar/oar-resources-limited,"	10855200",0.005,0.00,0,Materials
ASX:MM1,"Midas Minerals Ltd (ASX:MM1)",https://www.listcorp.com/asx/mm1/midas-minerals-ltd,"	10855000",0.19,0.00,0,Materials
ASX:HVM,"Happy Valley Nutrition Limited (ASX:HVM)",https://www.listcorp.com/asx/hvm/happy-valley-nutrition-limited,"	10839000",0.051,0.00,0,"Consumer Staples"
ASX:TTI,"Traffic Technologies Limited (ASX:TTI)",https://www.listcorp.com/asx/tti/traffic-technologies-limited,"	10832600",0.015,0.00,0,Industrials
ASX:SKN,"Skin Elements Limited (ASX:SKN)",https://www.listcorp.com/asx/skn/skin-elements-limited,"	10830700",0.025,0.00,0,"Consumer Staples"
ASX:OVT,"Ovato Limited (ASX:OVT)",https://www.listcorp.com/asx/ovt/ovato-limited,"	10823600",0.089,0.00,0,Industrials
ASX:ARE,"Argonaut Resources NL (ASX:ARE)",https://www.listcorp.com/asx/are/argonaut-resources,"	10818600",0.002,0.00,0,Materials
ASX:MRG,"Murray River Organics Group (ASX:MRG)",https://www.listcorp.com/asx/mrg/murray-river-organics-group,"	10808200",0.245,0.00,0,"Consumer Staples"
ASX:CAQ,"CAQ Holdings Limited (ASX:CAQ)",https://www.listcorp.com/asx/caq/caq-holdings-limited,"	10766800",0.015,0.00,0,"Real Estate"
ASX:LDX,"Lumos Diagnostics Holdings Limited (ASX:LDX)",https://www.listcorp.com/asx/ldx/lumos-diagnostics-holdings-limited,"	10705200",0.051,0.00,0,"Health Care"
ASX:THR,"Thor Mining Plc (ASX:THR)",https://www.listcorp.com/asx/thr/thor-mining,"	10689000",0.01,0.00,0,Materials
ASX:GLA,"Gladiator Resources Ltd (ASX:GLA)",https://www.listcorp.com/asx/gla/gladiator-resources,"	10683400",0.02,0.00,0,Materials
ASX:RMX,"Red Mountain Mining (ASX:RMX)",https://www.listcorp.com/asx/rmx/red-mountain-mining,"	10675400",0.0065,0.00,0,Materials
ASX:ID8,"Identitii Limited (ASX:ID8)",https://www.listcorp.com/asx/id8/identitii-limited,"	10642900",0.053,0.00,0,"Information Technology"
ASX:ICN,"Icon Energy Limited (ASX:ICN)",https://www.listcorp.com/asx/icn/icon-energy-limited,"	10566800",0.014,0.00,0,Energy
ASX:ALV,"Alvo Minerals Limited (ASX:ALV)",https://www.listcorp.com/asx/alv/alvo-minerals-limited,"	10535800",0.195,0.00,0,Materials
ASX:AAJ,"Aruma Resources Limited (ASX:AAJ)",https://www.listcorp.com/asx/aaj/aruma-resources,"	10516400",0.067,0.00,0,Materials
ASX:FRB,"Firebird Metals Limited (ASX:FRB)",https://www.listcorp.com/asx/frb/firebird-metals-limited,"	10497600",0.2,0.00,0,Materials
ASX:LPE,"Locality Planning Energy Holdings (ASX:LPE)",https://www.listcorp.com/asx/lpe/locality-planning-energy-holdings,"	10441300",0.061,0.00,0,Utilities
ASX:SI6,"SI6 Metals Limited (ASX:SI6)",https://www.listcorp.com/asx/si6/si6-metals-limited,"	10417300",0.007,0.00,0,Materials
ASX:PUA,"Peak Minerals Limited (ASX:PUA)",https://www.listcorp.com/asx/pua/peak-minerals-limited,"	10413700",0.01,0.00,0,Materials
ASX:AKO,"Akora Resources Limited (ASX:AKO)",https://www.listcorp.com/asx/ako/akora-resources-limited,"	10411000",0.165,0.00,0,Materials
ASX:VMG,"VDM Group (ASX:VMG)",https://www.listcorp.com/asx/vmg/vdm-group,"	10391500",0.0015,0.00,0,Industrials
ASX:MCT,"Metalicity Limited (ASX:MCT)",https://www.listcorp.com/asx/mct/metalicity-limited,"	10376100",0.003,0.00,0,Materials
ASX:DAF,"Discovery Alaska Limited (ASX:DAF)",https://www.listcorp.com/asx/daf/discovery-alaska-limited,"	10314800",0.046,0.00,0,Materials
ASX:MR1,"Montem Resources Limited (ASX:MR1)",https://www.listcorp.com/asx/mr1/montem-resources-limited,"	10302400",0.04,0.00,0,Materials
ASX:A8G,"Australasian Metals Limited (ASX:A8G)",https://www.listcorp.com/asx/a8g/australasian-metals-limited,"	10292600",0.25,0.00,0,Materials
ASX:IMB,"Intelligent Monitoring Group Limited (ASX:IMB)",https://www.listcorp.com/asx/imb/intelligent-monitoring-group-limited,"	10260000",0.078,0.00,0,Industrials
ASX:SHO,"Sportshero Limited (ASX:SHO)",https://www.listcorp.com/asx/sho/sportshero-limited,"	10256300",0.018,0.00,0,"Communication Services"
ASX:BCA,"Black Canyon Limited (ASX:BCA)",https://www.listcorp.com/asx/bca/black-canyon-limited,"	10256300",0.23,0.00,0,Materials
ASX:PSL,"Paterson Resources Ltd (ASX:PSL)",https://www.listcorp.com/asx/psl/paterson-resources-ltd,"	10177800",0.03,0.00,0,Materials
ASX:PYR,"Payright Limited (ASX:PYR)",https://www.listcorp.com/asx/pyr/payright-limited,"	10167800",0.13,0.00,0,Financials
ASX:AYT,"Austin Metals Limited (ASX:AYT)",https://www.listcorp.com/asx/ayt/austin-metals-limited,"	10158700",0.01,0.00,0,Materials
ASX:GGX,"Gas2Grid Limited (ASX:GGX)",https://www.listcorp.com/asx/ggx/gas2grid,"	10145300",0.002,0.00,0,Energy
ASX:AEV,"Avenira Limited (ASX:AEV)",https://www.listcorp.com/asx/aev/avenira-limited,"	10073300",0.01,0.00,0,Materials
ASX:HPP,"Health and Plant Protein Group Limited (ASX:HPP)",https://www.listcorp.com/asx/hpp/health-and-plant-protein-group-limited,"	10071300",0.082,0.00,0,"Consumer Staples"
ASX:NAE,"New Age Exploration Limited (ASX:NAE)",https://www.listcorp.com/asx/nae/new-age-exploration,"	10051300",0.007,0.00,0,Energy
ASX:IND,"Industrial Minerals Ltd (ASX:IND)",https://www.listcorp.com/asx/ind/industrial-minerals-ltd,"	9996000",0.34,0.00,0,Materials
ASX:BPH,"BPH Energy (ASX:BPH)",https://www.listcorp.com/asx/bph/bph-energy,"	9974220",0.015,0.00,0,"Health Care"
ASX:PXX,"PolarX Limited (ASX:PXX)",https://www.listcorp.com/asx/pxx/polarx-limited,"	9890110",0.011,0.00,0,Materials
ASX:GCR,"Golden Cross Resources Ltd (ASX:GCR)",https://www.listcorp.com/asx/gcr/golden-cross-resources-ltd,"	9875300",0.009,0.00,0,Materials
ASX:DTM,"Dart Mining NL (ASX:DTM)",https://www.listcorp.com/asx/dtm/dart-mining,"	9873990",0.073,0.00,0,Materials
ASX:BMO,"Bastion Minerals Limited (ASX:BMO)",https://www.listcorp.com/asx/bmo/bastion-minerals-limited,"	9870800",0.13,0.00,0,Materials
ASX:KOB,"Koba Resources Limited (ASX:KOB)",https://www.listcorp.com/asx/kob/koba-resources-limited,"	9750000",0.15,0.00,0,Materials
ASX:MRI,"My Rewards International Limited (ASX:MRI)",https://www.listcorp.com/asx/mri/my-rewards-international-limited,"	9738500",0.07,0.00,0,Industrials
ASX:KLO,"Kingsland Global Ltd (ASX:KLO)",https://www.listcorp.com/asx/klo/kingsland-global-ltd,"	9720000",0.024,0.00,0,"Real Estate"
ASX:CXZ,"Connexion Telematics Ltd (ASX:CXZ)",https://www.listcorp.com/asx/cxz/connexion-telematics-ltd,"	9691350",0.011,0.00,0,"Information Technology"
ASX:NGS,"Nutritional Growth Solutions Ltd (ASX:NGS)",https://www.listcorp.com/asx/ngs/nutritional-growth-solutions,"	9689610",0.14,0.00,0,"Consumer Staples"
ASX:AER,"Aeeris Ltd (ASX:AER)",https://www.listcorp.com/asx/aer/aeeris-ltd,"	9663820",0.135,0.00,0,"Communication Services"
ASX:CLH,"Collection House Limited (ASX:CLH)",https://www.listcorp.com/asx/clh/collection-house-limited,"	9652480",0.068,0.00,0,Financials
ASX:AUA,"Audeara Limited (ASX:AUA)",https://www.listcorp.com/asx/aua/audeara-limited,"	9645910",0.13,0.00,0,"Consumer Discretionary"
ASX:XST,"Xstate Resources Limited (ASX:XST)",https://www.listcorp.com/asx/xst/xstate-resources-limited,"	9645540",0.003,0.00,0,Energy
ASX:PGY,"Pilot Energy Limited (ASX:PGY)",https://www.listcorp.com/asx/pgy/pilot-energy-limited,"	9638240",0.016,0.00,0,Energy
ASX:MMG,"Monger Gold Limited (ASX:MMG)",https://www.listcorp.com/asx/mmg/monger-gold,"	9609600",0.24,0.00,0,Materials
ASX:BXN,"Bioxyne Limited (ASX:BXN)",https://www.listcorp.com/asx/bxn/bioxyne,"	9602180",0.015,0.00,0,"Consumer Staples"
ASX:BUY,"Bounty Oil & Gas NL (ASX:BUY)",https://www.listcorp.com/asx/buy/bounty-oil-and-gas,"	9593510",0.007,0.00,0,Energy
ASX:MPG,"Many Peaks Gold Limited (ASX:MPG)",https://www.listcorp.com/asx/mpg/many-peaks-gold-limited,"	9470090",0.295,0.00,0,Materials
ASX:AX8,"Accelerate Resources Limited (ASX:AX8)",https://www.listcorp.com/asx/ax8/accelerate-resources-limited,"	9466060",0.035,0.00,0,Materials
ASX:CTQ,"Careteq Limited (ASX:CTQ)",https://www.listcorp.com/asx/ctq/careteq-limited,"	9442680",0.083,0.00,0,"Health Care"
ASX:OXT,"Orexplore Technologies Limited (ASX:OXT)",https://www.listcorp.com/asx/oxt/orexplore-technologies-limited,"	9433440",0.091,0.00,0,Industrials
ASX:IGN,"Ignite Limited (ASX:IGN)",https://www.listcorp.com/asx/ign/ignite-limited,"	9406130",0.105,0.00,0,Industrials
ASX:HCD,"Hydrocarbon Dynamics Limited (ASX:HCD)",https://www.listcorp.com/asx/hcd/hydrocarbon-dynamics-limited,"	9392970",0.016,0.00,0,Energy
ASX:RAN,"Range International Limited (ASX:RAN)",https://www.listcorp.com/asx/ran/range-international-limited,"	9392900",0.01,0.00,0,Materials
ASX:JAV,"Javelin Minerals Limited (ASX:JAV)",https://www.listcorp.com/asx/jav/javelin-minerals-limited,"	9354150",0.001,0.00,0,Materials
ASX:EMT,"EMetals Limited (ASX:EMT)",https://www.listcorp.com/asx/emt/emetals-limited,"	9350000",0.011,0.00,0,Materials
ASX:NME,"Nex Metals Explorations (ASX:NME)",https://www.listcorp.com/asx/nme/nex-metals-explorations,"	9345830",0.035,0.00,0,Materials
ASX:VOR,"Vortiv Limited (ASX:VOR)",https://www.listcorp.com/asx/vor/vortiv-limited,"	9345620",0.018,0.00,0,"Information Technology"
ASX:PRX,"Prodigy Gold NL (ASX:PRX)",https://www.listcorp.com/asx/prx/prodigy-gold-nl,"	9322040",0.016,0.00,0,Materials
ASX:GIB,"Gibb River Diamonds Limited (ASX:GIB)",https://www.listcorp.com/asx/gib/gibb-river-diamonds-limited,"	9306420",0.044,0.00,0,Materials
ASX:WNR,"Wingara AG Limited (ASX:WNR)",https://www.listcorp.com/asx/wnr/wingara-ag-limited,"	9303750",0.053,0.00,0,"Consumer Staples"
ASX:JXT,"Jaxsta Ltd (ASX:JXT)",https://www.listcorp.com/asx/jxt/jaxsta-ltd,"	9249610",0.027,0.00,0,"Information Technology"
ASX:BDG,"Black Dragon Gold Corp. (ASX:BDG)",https://www.listcorp.com/asx/bdg/black-dragon-gold-corp.,"	9230820",0.046,0.00,0,Materials
ASX:SIV,"SIV Capital Limited (ASX:SIV)",https://www.listcorp.com/asx/siv/siv-capital-limited,"	9227960",0.235,0.00,0,Industrials
ASX:TMR,"Tempus Resources Limited (ASX:TMR)",https://www.listcorp.com/asx/tmr/tempus-resources-limited,"	9220300",0.068,0.00,0,Materials
ASX:CI1,"Credit Intelligence Limited (ASX:CI1)",https://www.listcorp.com/asx/ci1/credit-intelligence-limited,"	9215760",0.115,0.00,0,Industrials
ASX:FRM,"Farm Pride Foods (ASX:FRM)",https://www.listcorp.com/asx/frm/farm-pride-foods,"	9104730",0.165,0.00,0,"Consumer Staples"
ASX:NIS,"NickelSearch Limited (ASX:NIS)",https://www.listcorp.com/asx/nis/nickelsearch-limited,"	9045810",0.15,0.00,0,Materials
ASX:FFF,"Forbidden Foods Limited (ASX:FFF)",https://www.listcorp.com/asx/fff/forbidden-foods-limited,"	9044440",0.115,0.00,0,"Consumer Staples"
ASX:SRY,"Story-I Limited (ASX:SRY)",https://www.listcorp.com/asx/sry/story-i-limited,"	9033720",0.024,0.00,0,"Consumer Discretionary"
ASX:1ST,"1st Group Limited (ASX:1ST)",https://www.listcorp.com/asx/1st/1st-group-limited,"	9017220",0.007,0.00,0,"Health Care"
ASX:ACP,"Audalia Resources Limited (ASX:ACP)",https://www.listcorp.com/asx/acp/audalia-resources,"	8997770",0.013,0.00,0,Materials
ASX:REC,"Recharge Metals Limited (ASX:REC)",https://www.listcorp.com/asx/rec/recharge-metals-limited,"	8953880",0.225,0.00,0,Materials
ASX:ADD,"Adavale Resources Limited (ASX:ADD)",https://www.listcorp.com/asx/add/adavale-resources,"	8933190",0.025,0.00,0,Materials
ASX:BAS,"Bass Oil Limited (ASX:BAS)",https://www.listcorp.com/asx/bas/bass-oil-limited,"	8903130",0.037,0.00,0,Energy
ASX:OLH,"Oldfields Holdings Limited (ASX:OLH)",https://www.listcorp.com/asx/olh/oldfields-holdings-limited,"	8888450",0.053,0.00,0,Industrials
ASX:ALM,"Alma Metals Limited (ASX:ALM)",https://www.listcorp.com/asx/alm/alma-metals-limited,"	8873670",0.012,0.00,0,Energy
ASX:AFW,"Applyflow Limited (ASX:AFW)",https://www.listcorp.com/asx/afw/applyflow-limited,"	8872820",0.003,0.00,0,"Communication Services"
ASX:BTE,"Botala Energy Ltd (ASX:BTE)",https://www.listcorp.com/asx/bte/botala-energy-ltd,"	8867200",0.17,0.00,0,Unclassified
ASX:DDD,"3D Resources (ASX:DDD)",https://www.listcorp.com/asx/ddd/3d-resources,"	8863740",0.002,0.00,0,Materials
ASX:OAU,"Ora Gold Limited (ASX:OAU)",https://www.listcorp.com/asx/oau/ora-gold-limited,"	8858080",0.009,0.00,0,Materials
ASX:NPM,"New Peak Metals Limited (ASX:NPM)",https://www.listcorp.com/asx/npm/new-peak-metals-limited,"	8853750",0.001,0.00,0,Materials
ASX:GFN,"Gefen International A.I. Limited (ASX:GFN)",https://www.listcorp.com/asx/gfn/gefen-international-ai,"	8832220",0.13,0.00,0,"Information Technology"
ASX:DXN,"DXN Limited (ASX:DXN)",https://www.listcorp.com/asx/dxn/dxn-limited,"	8827890",0.0065,0.00,0,"Information Technology"
ASX:HXG,"Hexagon Energy Materials Limited (ASX:HXG)",https://www.listcorp.com/asx/hxg/hexagon-energy-materials-limited,"	8719570",0.017,0.00,0,Materials
ASX:OZM,"OzAurum Resources Limited (ASX:OZM)",https://www.listcorp.com/asx/ozm/ozaurum-resources-limited,"	8714500",0.125,0.00,0,Materials
ASX:BPM,"BPM Minerals Limited (ASX:BPM)",https://www.listcorp.com/asx/bpm/bpm-minerals-limited,"	8667940",0.155,0.00,0,Materials
