Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:BHP,"BHP Group Limited (ASX:BHP)",https://www.listcorp.com/asx/bhp/bhp-group-limited,"	193988000000",38.68,0.00,0,Materials
ASX:CBA,"Commonwealth Bank (ASX:CBA)",https://www.listcorp.com/asx/cba/commonwealth-bank,"	169967000000",100.77,0.00,0,Financials
ASX:CSL,"CSL Limited (ASX:CSL)",https://www.listcorp.com/asx/csl/csl-limited,"	140369000000",289.84,0.00,0,"Health Care"
ASX:NAB,"National Australia Bank (ASX:NAB)",https://www.listcorp.com/asx/nab/nab,"	96384200000",30.6,0.00,0,Financials
ASX:WBC,"Westpac Banking Corp (ASX:WBC)",https://www.listcorp.com/asx/wbc/westpac,"	75029200000",21.51,0.00,0,Financials
ASX:MQG,"Macquarie Group Limited (ASX:MQG)",https://www.listcorp.com/asx/mqg/macquarie-group-limited,"	69136800000",181.13,0.00,0,Financials
ASX:ANZ,"ANZ Banking Group Limited (ASX:ANZ)",https://www.listcorp.com/asx/anz/anz-banking-group-limited,"	63624000000",22.9,0.00,0,Financials
ASX:WDS,"Woodside Energy Group Ltd (ASX:WDS)",https://www.listcorp.com/asx/wds/woodside-energy-group,"	60703000000",31.98,0.00,0,Energy
ASX:FMG,"Fortescue Metals Group (ASX:FMG)",https://www.listcorp.com/asx/fmg/fortescue-metals,"	57576600000",18.34,0.00,0,Materials
ASX:WES,"Wesfarmers Limited (ASX:WES)",https://www.listcorp.com/asx/wes/wesfarmers,"	52496800000",46.63,0.00,0,"Consumer Discretionary"
ASX:WOW,"Woolworths Group Limited (ASX:WOW)",https://www.listcorp.com/asx/wow/woolworths-group,"	45448500000",37.52,0.00,0,"Consumer Staples"
ASX:TLS,"Telstra Limited (ASX:TLS)",https://www.listcorp.com/asx/tls/telstra-limited,"	45062300000",3.89,0.00,0,"Communication Services"
ASX:TCL,"Transurban Group (ASX:TCL)",https://www.listcorp.com/asx/tcl/transurban,"	44095500000",14.51,0.00,0,Industrials
ASX:GMG,"Goodman Group (ASX:GMG)",https://www.listcorp.com/asx/gmg/goodman-group,"	36972100000",20.7,0.00,0,"Real Estate"
ASX:RIO,"Rio Tinto (ASX:RIO)",https://www.listcorp.com/asx/rio/rio-tinto,"	36267800000",97.83,0.00,0,Materials
ASX:COL,"Coles Group Limited (ASX:COL)",https://www.listcorp.com/asx/col/coles-group-limited,"	24908400000",18.75,0.00,0,"Consumer Staples"
ASX:STO,"Santos Limited (ASX:STO)",https://www.listcorp.com/asx/sto/santos-limited,"	24293500000",7.3,0.00,0,Energy
ASX:ALL,"Aristocrat Leisure Limited (ASX:ALL)",https://www.listcorp.com/asx/all/aristocrat-leisure-limited,"	24009400000",35.3,0.00,0,"Consumer Discretionary"
ASX:QBE,"QBE Insurance Group Limited (ASX:QBE)",https://www.listcorp.com/asx/qbe/qbe-insurance-group-limited,"	17606300000",11.53,0.00,0,Financials
ASX:S32,"South32 Limited (ASX:S32)",https://www.listcorp.com/asx/s32/south32-limited,"	17495500000",3.81,0.00,0,Materials
ASX:ASX,"ASX Limited (ASX:ASX)",https://www.listcorp.com/asx/asx/asx-limited,"	16844700000",88.26,0.00,0,Financials
ASX:NCM,"Newcrest Mining Limited (ASX:NCM)",https://www.listcorp.com/asx/ncm/newcrest-mining-limited,"	16621000000",19.3,0.00,0,Materials
ASX:REA,"REA Group Ltd (ASX:REA)",https://www.listcorp.com/asx/rea/rea-group,"	16320400000",125.06,0.00,0,"Communication Services"
ASX:SHL,"Sonic Healthcare Limited (ASX:SHL)",https://www.listcorp.com/asx/shl/sonic-healthcare,"	16087900000",34.27,0.00,0,"Health Care"
ASX:WTC,"WiseTech Global Limited (ASX:WTC)",https://www.listcorp.com/asx/wtc/wisetech-global-limited,"	15986500000",50.1,0.00,0,"Information Technology"
ASX:RHC,"Ramsay Health Care Limited (ASX:RHC)",https://www.listcorp.com/asx/rhc/ramsay-health-care-limited,"	15985100000",70.2,0.00,0,"Health Care"
ASX:BXB,"Brambles Limited (ASX:BXB)",https://www.listcorp.com/asx/bxb/brambles-limited,"	15795500000",11.45,0.00,0,Industrials
ASX:JHX,"James Hardie Industries plc (ASX:JHX)",https://www.listcorp.com/asx/jhx/james-hardie-industries-plc,"	15411900000",35.2,0.00,0,Materials
ASX:CPU,"Computershare Limited (ASX:CPU)",https://www.listcorp.com/asx/cpu/computershare-limited,"	15038900000",24.98,0.00,0,"Information Technology"
ASX:SCG,"Scentre Group Limited (ASX:SCG)",https://www.listcorp.com/asx/scg/scentre-group-limited,"	14740700000",2.9,0.00,0,"Real Estate"
ASX:SUN,"Suncorp Group Limited (ASX:SUN)",https://www.listcorp.com/asx/sun/suncorp-group-limited,"	14204300000",11.19,0.00,0,Financials
ASX:COH,"Cochlear Limited (ASX:COH)",https://www.listcorp.com/asx/coh/cochlear-limited,"	14177200000",214.23,0.00,0,"Health Care"
ASX:EDV,"Endeavour Group Limited (ASX:EDV)",https://www.listcorp.com/asx/edv/endeavour-group-limited,"	14059200000",7.92,0.00,0,"Consumer Staples"
ASX:RMD,"ResMed Inc (ASX:RMD)",https://www.listcorp.com/asx/rmd/resmed-inc,"	13830900000",34.21,0.00,0,"Health Care"
ASX:XRO,"Xero Limited (ASX:XRO)",https://www.listcorp.com/asx/xro/xero-limited,"	13629000000",92.99,0.00,0,"Information Technology"
ASX:APA,"APA Group (ASX:APA)",https://www.listcorp.com/asx/apa/apa-group,"	13498000000",11.65,0.00,0,Utilities
ASX:AMC,"Amcor Limited (ASX:AMC)",https://www.listcorp.com/asx/amc/amcor-limited,"	12970400000",18.49,0.00,0,Materials
ASX:TPG,"TPG Telecom Limited (ASX:TPG)",https://www.listcorp.com/asx/tpg/tpg-telecom-limited,"	11713900000",6.34,0.00,0,"Communication Services"
ASX:IAG,"Insurance Australia Group Limited (ASX:IAG)",https://www.listcorp.com/asx/iag/insurance-australia-group-limited,"	11142300000",4.47,0.00,0,Financials
ASX:FPH,"Fisher & Paykel Healthcare (ASX:FPH)",https://www.listcorp.com/asx/fph/fisher-and-paykel-healthcare,"	11087300000",19.17,0.00,0,"Health Care"
ASX:VAS,"Vanguard Australian Shares Index ETF (ASX:VAS)",https://www.listcorp.com/asx/vas/vanguard-australian-shares-index-etf,"	10379900000",86.26,0.00,0,Financials
ASX:MIN,"Mineral Resources Limited (ASX:MIN)",https://www.listcorp.com/asx/min/mineral-resources-limited,"	10078000000",53.74,0.00,0,Materials
ASX:TLC,"The Lottery Corporation Limited (ASX:TLC)",https://www.listcorp.com/asx/tlc/the-lottery-corporation-limited,"	10060500000",4.54,0.00,0,"Consumer Discretionary"
ASX:DXS,"Dexus (ASX:DXS)",https://www.listcorp.com/asx/dxs/dexus,"	10045800000",9.52,0.00,0,"Real Estate"
ASX:AFI,"Australian Foundation Investment Company Limited (ASX:AFI)",https://www.listcorp.com/asx/afi/australian-foundation-investment-company-limited,"	9839250000",8,0.00,0,Financials
ASX:ORG,"Origin Energy Limited (ASX:ORG)",https://www.listcorp.com/asx/org/origin-energy-limited,"	9819660000",5.94,0.00,0,Utilities
ASX:MGOC,"Magellan Global Fund (Open Class)(Managed Fund) (ASX:MGOC)",https://www.listcorp.com/asx/mgoc/magellan-global-fund-open-class-managed-fund,"	9726950000",2.39,0.00,0,Financials
ASX:AIA,"Auckland International Airport Limited (ASX:AIA)",https://www.listcorp.com/asx/aia/auckland-international-airport-limited,"	9674660000",6.67,0.00,0,Industrials
ASX:REH,"Reece Limited (ASX:REH)",https://www.listcorp.com/asx/reh/reece-limited,"	9534730000",15.23,0.00,0,Industrials
ASX:MPL,"Medibank Private Limited (ASX:MPL)",https://www.listcorp.com/asx/mpl/medibank-private-limited,"	9473770000",3.41,0.00,0,Financials
ASX:VCX,"Vicinity Centres (ASX:VCX)",https://www.listcorp.com/asx/vcx/vicinity-centres,"	9195600000",2.07,0.00,0,"Real Estate"
ASX:SOL,"Soul Pattinson WH (ASX:SOL)",https://www.listcorp.com/asx/sol/soul-pattinson,"	9157750000",25.69,0.00,0,Energy
ASX:SGP,"Stockland (ASX:SGP)",https://www.listcorp.com/asx/sgp/stockland,"	8951890000",3.85,0.00,0,"Real Estate"
ASX:TWE,"Treasury Wine Estates (ASX:TWE)",https://www.listcorp.com/asx/twe/treasury-wine,"	8828200000",12.25,0.00,0,"Consumer Staples"
ASX:NST,"Northern Star Resources Limited (ASX:NST)",https://www.listcorp.com/asx/nst/northern-star-resources,"	8785050000",7.84,0.00,0,Materials
ASX:QAN,"Qantas Airways Limited (ASX:QAN)",https://www.listcorp.com/asx/qan/qantas-airways-limited,"	8656950000",4.56,0.00,0,Industrials
ASX:GPT,"The GPT Group (ASX:GPT)",https://www.listcorp.com/asx/gpt/gpt-group,"	8543480000",4.55,0.00,0,"Real Estate"
ASX:SPK,"Spark New Zealand Limited (ASX:SPK)",https://www.listcorp.com/asx/spk/spark-new-zealand-limited,"	8440860000",4.54,0.00,0,"Communication Services"
ASX:MGR,"Mirvac Group (ASX:MGR)",https://www.listcorp.com/asx/mgr/mirvac,"	8319880000",2.15,0.00,0,"Real Estate"
ASX:PLS,"Pilbara Minerals Limited (ASX:PLS)",https://www.listcorp.com/asx/pls/pilbara-minerals,"	8126800000",2.77,0.00,0,Materials
ASX:IGO,"IGO Limited (ASX:IGO)",https://www.listcorp.com/asx/igo/igo-limited,"	8087620000",11.04,0.00,0,Materials
ASX:SEK,"SEEK Limited (ASX:SEK)",https://www.listcorp.com/asx/sek/seek-limited,"	7952830000",22.94,0.00,0,"Communication Services"
ASX:ALD,"Ampol Limited (ASX:ALD)",https://www.listcorp.com/asx/ald/ampol-limited,"	7890180000",33.5,0.00,0,Energy
ASX:LYC,"Lynas Rare Earths Limited (ASX:LYC)",https://www.listcorp.com/asx/lyc/lynas-rare-earths-limited,"	7869030000",8.71,0.00,0,Materials
ASX:BSL,"BlueScope Steel Limited (ASX:BSL)",https://www.listcorp.com/asx/bsl/bluescope-steel-limited,"	7840240000",16.59,0.00,0,Materials
ASX:IEL,"IDP Education Limited (ASX:IEL)",https://www.listcorp.com/asx/iel/idp-education-limited,"	7637550000",28.54,0.00,0,"Consumer Discretionary"
ASX:MCY,"Mercury NZ Limited (ASX:MCY)",https://www.listcorp.com/asx/mcy/mercury-nz-limited,"	7558690000",5.47,0.00,0,Utilities
ASX:WOR,"Worley Limited (ASX:WOR)",https://www.listcorp.com/asx/wor/worley-limited,"	7436790000",14.31,0.00,0,Energy
ASX:AZJ,"Aurizon Holdings Limited (ASX:AZJ)",https://www.listcorp.com/asx/azj/aurizon-holdings-limited,"	7362820000",4.02,0.00,0,Industrials
ASX:ALX,"Atlas Arteria (ASX:ALX)",https://www.listcorp.com/asx/alx/atlas-arteria,"	7326900000",7.75,0.00,0,Industrials
ASX:CAR,"Carsales.com Ltd (ASX:CAR)",https://www.listcorp.com/asx/car/carsales.com-ltd,"	7157280000",20.65,0.00,0,"Communication Services"
ASX:AKE,"Allkem Limited (ASX:AKE)",https://www.listcorp.com/asx/ake/allkem-limited,"	7090760000",11.28,0.00,0,Materials
ASX:ARG,"Argo Investments (ASX:ARG)",https://www.listcorp.com/asx/arg/argo,"	7021240000",9.36,0.00,0,Financials
ASX:IPL,"Incitec Pivot Limited (ASX:IPL)",https://www.listcorp.com/asx/ipl/incitec-pivot-limited,"	7011430000",3.6,0.00,0,Materials
ASX:LLC,"Lendlease Group (ASX:LLC)",https://www.listcorp.com/asx/llc/lendlease-group,"	6847730000",10.27,0.00,0,"Real Estate"
ASX:ORI,"Orica Limited (ASX:ORI)",https://www.listcorp.com/asx/ori/orica-limited,"	6809940000",16.78,0.00,0,Materials
ASX:EBO,"EBOS Group Limited (ASX:EBO)",https://www.listcorp.com/asx/ebo/ebos-group-limited,"	6689180000",35.32,0.00,0,"Health Care"
ASX:YAL,"Yancoal Australia Ltd (ASX:YAL)",https://www.listcorp.com/asx/yal/yancoal-australia-ltd,"	6602200000",5,0.00,0,Energy
ASX:SVW,"Seven Group Holdings (ASX:SVW)",https://www.listcorp.com/asx/svw/seven-group,"	6357060000",17.55,0.00,0,Industrials
ASX:OZL,"OZ Minerals Limited (ASX:OZL)",https://www.listcorp.com/asx/ozl/oz-minerals,"	6176050000",18.89,0.00,0,Materials
ASX:WHC,"Whitehaven Coal Limited (ASX:WHC)",https://www.listcorp.com/asx/whc/whitehaven-coal,"	6110580000",6.21,0.00,0,Energy
ASX:DMP,"Domino's Pizza Enterprises Limited (ASX:DMP)",https://www.listcorp.com/asx/dmp/dominos-pizza-enterprises-limited,"	6014630000",72.44,0.00,0,"Consumer Discretionary"
ASX:BEN,"Bendigo and Adelaide Bank Limited (ASX:BEN)",https://www.listcorp.com/asx/ben/bendigo-and-adelaide-bank-limited,"	5751950000",10.3,0.00,0,Financials
ASX:CHC,"Charter Hall Group (ASX:CHC)",https://www.listcorp.com/asx/chc/charter-hall-group,"	5732730000",12.74,0.00,0,"Real Estate"
ASX:IFT,"Infratil Limited (ASX:IFT)",https://www.listcorp.com/asx/ift/infratil-limited,"	5692620000",7.85,0.00,0,Utilities
ASX:MEZ,"Meridian Energy Limited (ASX:MEZ)",https://www.listcorp.com/asx/mez/meridian-energy-limited,"	5678470000",4.5,0.00,0,Utilities
ASX:CWY,"Cleanaway Waste Management Limited (ASX:CWY)",https://www.listcorp.com/asx/cwy/cleanaway-waste-management-limited,"	5610750000",2.73,0.00,0,Industrials
ASX:AGL,"AGL Energy Limited (ASX:AGL)",https://www.listcorp.com/asx/agl/agl-energy-limited,"	5570350000",8.38,0.00,0,Utilities
ASX:ALQ,"ALS Limited (ASX:ALQ)",https://www.listcorp.com/asx/alq/als-limited,"	5543720000",11.64,0.00,0,Industrials
ASX:NXT,"NEXTDC Limited (ASX:NXT)",https://www.listcorp.com/asx/nxt/nextdc-limited,"	5324590000",11.78,0.00,0,"Information Technology"
ASX:SDF,"Steadfast Group Limited (ASX:SDF)",https://www.listcorp.com/asx/sdf/steadfast-group,"	5191020000",5.32,0.00,0,Financials
ASX:PME,"Pro Medicus Limited (ASX:PME)",https://www.listcorp.com/asx/pme/pro-medicus,"	5140920000",49.54,0.00,0,"Health Care"
ASX:HVN,"Harvey Norman (ASX:HVN)",https://www.listcorp.com/asx/hvn/harvey-norman,"	5133550000",4.14,0.00,0,"Consumer Discretionary"
ASX:IVV,"iShares S&P 500 ETF (ASX:IVV)",https://www.listcorp.com/asx/ivv/ishares-s-and-p-500-etf,"	5047800000",585.26,0.00,0,Financials
ASX:QUB,"Qube Holdings Limited (ASX:QUB)",https://www.listcorp.com/asx/qub/qube-holdings-limited,"	4891160000",2.76,0.00,0,Industrials
ASX:BOQ,"Bank of Queensland Limited (ASX:BOQ)",https://www.listcorp.com/asx/boq/bank-of-queensland,"	4816340000",7.52,0.00,0,Financials
ASX:CGF,"Challenger Limited (ASX:CGF)",https://www.listcorp.com/asx/cgf/challenger-limited,"	4748430000",6.98,0.00,0,Financials
ASX:EVN,"Evolution Mining Limited (ASX:EVN)",https://www.listcorp.com/asx/evn/evolution-mining-limited,"	4619180000",2.64,0.00,0,Materials
ASX:JBH,"JB Hi-Fi Limited (ASX:JBH)",https://www.listcorp.com/asx/jbh/jb-hi-fi-limited,"	4602960000",42.09,0.00,0,"Consumer Discretionary"
ASX:VGS,"Vanguard MSCI Index International Shares ETF (ASX:VGS)",https://www.listcorp.com/asx/vgs/vanguard-msci-index-international-shares-etf,"	4562810000",92.85,0.00,0,Financials
ASX:STW,"SPDR S&P/ASX 200 Fund (ASX:STW)",https://www.listcorp.com/asx/stw/spdr-s-and-p-asx-200-fund,"	4520420000",62.88,0.00,0,Financials
ASX:AWC,"Alumina Limited (ASX:AWC)",https://www.listcorp.com/asx/awc/alumina-limited,"	4338010000",1.54,0.00,0,Materials
ASX:IOZ,"iShares Core S&P/ASX 200 ETF (ASX:IOZ)",https://www.listcorp.com/asx/ioz/ishares-core-s-and-p-asx-200-etf,"	4277450000",28.01,0.00,0,Financials
ASX:GQG,"GQG Partners Inc. (ASX:GQG)",https://www.listcorp.com/asx/gqg/gqg-partners,"	4266800000",1.445,0.00,0,Financials
ASX:BPT,"Beach Energy Limited (ASX:BPT)",https://www.listcorp.com/asx/bpt/beach-energy-limited,"	4094990000",1.815,0.00,0,Energy
ASX:ILU,"Iluka Resources Limited (ASX:ILU)",https://www.listcorp.com/asx/ilu/iluka-resources-limited,"	4068430000",9.58,0.00,0,Materials
ASX:VEA,"Viva Energy Group Limited (ASX:VEA)",https://www.listcorp.com/asx/vea/viva-energy-group-limited,"	4064900000",2.66,0.00,0,Energy
ASX:MTS,"Metcash Limited (ASX:MTS)",https://www.listcorp.com/asx/mts/metcash-limited,"	4007000000",4.14,0.00,0,"Consumer Staples"
ASX:ALU,"Altium Limited (ASX:ALU)",https://www.listcorp.com/asx/alu/altium-limited,"	3979570000",31.17,0.00,0,"Information Technology"
ASX:SQ2,"Block Inc. (ASX:SQ2)",https://www.listcorp.com/asx/sq2/block-inc,"	3959660000",108.48,0.00,0,"Information Technology"
ASX:TNE,"Technology One Limited (ASX:TNE)",https://www.listcorp.com/asx/tne/technology-one-limited,"	3721940000",11.72,0.00,0,"Information Technology"
ASX:NHC,"New Hope Corporation Limited (ASX:NHC)",https://www.listcorp.com/asx/nhc/new-hope-corporation-limited,"	3654050000",4.39,0.00,0,Energy
ASX:DOW,"Downer EDI Limited (ASX:DOW)",https://www.listcorp.com/asx/dow/downer-edi,"	3613530000",5.52,0.00,0,Industrials
ASX:FBU,"Fletcher Building Limited (ASX:FBU)",https://www.listcorp.com/asx/fbu/fletcher-building-limited,"	3594490000",4.64,0.00,0,Industrials
ASX:AMP,"AMP Limited (ASX:AMP)",https://www.listcorp.com/asx/amp/amp-limited,"	3494730000",1.085,0.00,0,Financials
ASX:NEC,"Nine Entertainment Co. (ASX:NEC)",https://www.listcorp.com/asx/nec/nine-entertainment,"	3461950000",2.06,0.00,0,"Communication Services"
ASX:RWC,"Reliance Worldwide Corporation (ASX:RWC)",https://www.listcorp.com/asx/rwc/reliance-worldwide-corporation,"	3444810000",4.4,0.00,0,Industrials
ASX:UWL,"Uniti Group Limited (ASX:UWL)",https://www.listcorp.com/asx/uwl/uniti-group-limited,"	3421520000",4.99,0.00,0,"Communication Services"
ASX:FLT,"Flight Centre Travel Group (ASX:FLT)",https://www.listcorp.com/asx/flt/flight-centre-travel-group,"	3410810000",17.22,0.00,0,"Consumer Discretionary"
ASX:NHF,"NIB Holdings (ASX:NHF)",https://www.listcorp.com/asx/nhf/nib,"	3360650000",7.24,0.00,0,Financials
ASX:ANN,"Ansell Limited (ASX:ANN)",https://www.listcorp.com/asx/ann/ansell-limited,"	3319850000",26.14,0.00,0,"Health Care"
ASX:PMV,"Premier Investments Limited (ASX:PMV)",https://www.listcorp.com/asx/pmv/premier-investments-limited,"	3273670000",21.04,0.00,0,"Consumer Discretionary"
ASX:A2M,"The A2 Milk Company (ASX:A2M)",https://www.listcorp.com/asx/a2m/the-a2-milk-company,"	3272090000",4.54,0.00,0,"Consumer Staples"
ASX:SCP,"SCA Property Group (ASX:SCP)",https://www.listcorp.com/asx/scp/sca-property,"	3270720000",2.96,0.00,0,"Real Estate"
ASX:CLW,"Charter Hall Long WALE REIT (ASX:CLW)",https://www.listcorp.com/asx/clw/charter-hall-long-wale-reit,"	3202690000",4.55,0.00,0,"Real Estate"
ASX:CNU,"Chorus Limited (ASX:CNU)",https://www.listcorp.com/asx/cnu/chorus-limited,"	3188100000",7.16,0.00,0,"Communication Services"
ASX:APE,"Eagers Automotive Limited (ASX:APE)",https://www.listcorp.com/asx/ape/eagers-automotive-limited,"	3162850000",12.53,0.00,0,"Consumer Discretionary"
ASX:BKW,"Brickworks Limited (ASX:BKW)",https://www.listcorp.com/asx/bkw/brickworks-limited,"	3158450000",21.03,0.00,0,Materials
ASX:BLD,"Boral Limited (ASX:BLD)",https://www.listcorp.com/asx/bld/boral-limited,"	3066590000",2.9,0.00,0,Materials
ASX:NWL,"Netwealth Group Limited (ASX:NWL)",https://www.listcorp.com/asx/nwl/netwealth-group-limited,"	3023290000",12.85,0.00,0,Financials
ASX:APM,"APM Human Services International Limited (ASX:APM)",https://www.listcorp.com/asx/apm/apm-human-services-international,"	2971670000",3.32,0.00,0,Industrials
ASX:NIC,"Nickel Industries Limited (ASX:NIC)",https://www.listcorp.com/asx/nic/nickel-industries-limited,"	2963430000",1.085,0.00,0,Materials
ASX:ORA,"Orora Group Limited (ASX:ORA)",https://www.listcorp.com/asx/ora/orora-group-limited,"	2941820000",3.55,0.00,0,Materials
ASX:BRG,"Breville Group Limited (ASX:BRG)",https://www.listcorp.com/asx/brg/breville-group-limited,"	2941790000",20.97,0.00,0,"Consumer Discretionary"
ASX:VTS,"Vanguard US Total Market Shares Index ETF (ASX:VTS)",https://www.listcorp.com/asx/vts/vanguard-us-total-market-shares-index-etf,"	2926790000",292.03,0.00,0,Financials
ASX:SGR,"The Star Entertainment Group Limited (ASX:SGR)",https://www.listcorp.com/asx/sgr/star-entertainment-group,"	2922680000",3.07,0.00,0,"Consumer Discretionary"
ASX:NSR,"National Storage REIT (ASX:NSR)",https://www.listcorp.com/asx/nsr/national-storage-reit,"	2881150000",2.47,0.00,0,"Real Estate"
ASX:SGM,"Sims Limited (ASX:SGM)",https://www.listcorp.com/asx/sgm/sims-limited,"	2878720000",14.69,0.00,0,Materials
ASX:HDN,"HomeCo Daily Needs REIT (ASX:HDN)",https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	2863790000",1.385,0.00,0,"Real Estate"
ASX:GOZ,"Growthpoint Properties Australia (ASX:GOZ)",https://www.listcorp.com/asx/goz/growthpoint-properties,"	2839750000",3.76,0.00,0,"Real Estate"
ASX:LTR,"Liontown Resources Limited (ASX:LTR)",https://www.listcorp.com/asx/ltr/liontown-resources-limited,"	2795090000",1.32,0.00,0,Materials
ASX:QUAL,"VanEck MSCI International Quality ETF (ASX:QUAL)",https://www.listcorp.com/asx/qual/vaneck-msci-international-quality-etf,"	2792180000",37.04,0.00,0,Financials
ASX:ZIM,"Zimplats Holdings (ASX:ZIM)",https://www.listcorp.com/asx/zim/zimplats,"	2766290000",25.7,0.00,0,Materials
ASX:CTD,"Corporate Travel Management Limited (ASX:CTD)",https://www.listcorp.com/asx/ctd/corporate-travel-management,"	2762100000",18.82,0.00,0,"Consumer Discretionary"
ASX:AVZ,"AVZ Minerals Limited (ASX:AVZ)",https://www.listcorp.com/asx/avz/avz-minerals-limited,"	2752410000",0.78,0.00,0,Materials
ASX:GNE,"Genesis Energy Limited (ASX:GNE)",https://www.listcorp.com/asx/gne/genesis-energy-limited,"	2729890000",2.6,0.00,0,Utilities
ASX:BWP,"BWP Trust (ASX:BWP)",https://www.listcorp.com/asx/bwp/bwp-trust,"	2691590000",4.28,0.00,0,"Real Estate"
ASX:MFG,"Magellan Financial Group Limited (ASX:MFG)",https://www.listcorp.com/asx/mfg/magellan-financial-group-limited,"	2668980000",14.58,0.00,0,Financials
ASX:ARB,"ARB Corporation Limited (ASX:ARB)",https://www.listcorp.com/asx/arb/arb-corporation-limited,"	2653760000",33.12,0.00,0,"Consumer Discretionary"
ASX:PXA,"PEXA Group Limited (ASX:PXA)",https://www.listcorp.com/asx/pxa/pexa-group-limited,"	2581860000",14.56,0.00,0,"Real Estate"
ASX:ABP,"Abacus Property Group (ASX:ABP)",https://www.listcorp.com/asx/abp/abacus-property,"	2570200000",2.93,0.00,0,"Real Estate"
ASX:GOLD,"ETFS Physical Gold (ASX:GOLD)",https://www.listcorp.com/asx/gold/etfs-physical-gold,"	2553680000",23.39,0.00,0,Financials
ASX:IOO,"iShares Global 100 ETF (ASX:IOO)",https://www.listcorp.com/asx/ioo/ishares-global-100-etf,"	2515950000",97.64,0.00,0,Financials
ASX:CIA,"Champion Iron Limited (ASX:CIA)",https://www.listcorp.com/asx/cia/champion-iron-limited,"	2470840000",4.8,0.00,0,Materials
ASX:CRN,"Coronado Global Resources Inc. (ASX:CRN)",https://www.listcorp.com/asx/crn/coronado-global-resources-inc.,"	2430860000",1.41,0.00,0,Materials
ASX:CQR,"Charter Hall Retail REIT (ASX:CQR)",https://www.listcorp.com/asx/cqr/charter-hall-retail,"	2353980000",4.18,0.00,0,"Real Estate"
ASX:BFL,"BSP Financial Group Limited (ASX:BFL)",https://www.listcorp.com/asx/bfl/bsp-financial-group-limited,"	2336120000",5,0.00,0,Financials
ASX:DRR,"Deterra Royalties Limited (ASX:DRR)",https://www.listcorp.com/asx/drr/deterra-royalties-limited,"	2309660000",4.32,0.00,0,Materials
ASX:VNT,"Ventia Services Group Limited (ASX:VNT)",https://www.listcorp.com/asx/vnt/ventia-services-group-limited,"	2292700000",2.68,0.00,0,Industrials
ASX:TLX,"Telix Pharmaceuticals Limited (ASX:TLX)",https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,"	2281160000",7.39,0.00,0,"Health Care"
ASX:PRU,"Perseus Mining Limited (ASX:PRU)",https://www.listcorp.com/asx/pru/perseus-mining,"	2272470000",1.69,0.00,0,Materials
ASX:TAH,"Tabcorp Holdings Limited (ASX:TAH)",https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	2259160000",0.99,0.00,0,"Consumer Discretionary"
ASX:VAP,"Vanguard Australian Property Securities Index ETF (ASX:VAP)",https://www.listcorp.com/asx/vap/vanguard-australian-property-securities-index-etf,"	2255050000",82.97,0.00,0,Financials
ASX:LNK,"Link Administration Holdings Limited (ASX:LNK)",https://www.listcorp.com/asx/lnk/link-administration-holdings,"	2252020000",4.39,0.00,0,"Information Technology"
ASX:EVT,"Event Hospitality & Entertainment (ASX:EVT)",https://www.listcorp.com/asx/evt/event-hospitality-and-entertainment,"	2239010000",14.16,0.00,0,"Communication Services"
ASX:BAP,"Bapcor Limited (ASX:BAP)",https://www.listcorp.com/asx/bap/bapcor-limited,"	2223150000",6.65,0.00,0,"Consumer Discretionary"
ASX:DHG,"Domain Holdings Australia Limited (ASX:DHG)",https://www.listcorp.com/asx/dhg/domain-holdings-australia,"	2210800000",3.54,0.00,0,"Communication Services"
ASX:SUL,"Super Retail Group (ASX:SUL)",https://www.listcorp.com/asx/sul/super-retail-group,"	2206320000",9.88,0.00,0,"Consumer Discretionary"
ASX:SNZ,"Summerset Group Holdings Limited (ASX:SNZ)",https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2201630000",9.52,0.00,0,"Health Care"
ASX:VHY,"Vanguard Australian Shares High Yield ETF (ASX:VHY)",https://www.listcorp.com/asx/vhy/vanguard-australian-shares-high-yield-etf,"	2189450000",63.91,0.00,0,Financials
ASX:CMW,"Cromwell Property Group (ASX:CMW)",https://www.listcorp.com/asx/cmw/cromwell-property-group,"	2186750000",0.84,0.00,0,"Real Estate"
ASX:CSR,"CSR Limited (ASX:CSR)",https://www.listcorp.com/asx/csr/csr-limited,"	2184220000",4.55,0.00,0,Materials
ASX:BRN,"Brainchip Holdings Ltd (ASX:BRN)",https://www.listcorp.com/asx/brn/brainchip-holdings,"	2183590000",1.085,0.00,0,"Information Technology"
ASX:HLS,"Healius Limited (ASX:HLS)",https://www.listcorp.com/asx/hls/healius-limited,"	2171600000",3.87,0.00,0,"Health Care"
ASX:A200,"BetaShares Australia 200 ETF (ASX:A200)",https://www.listcorp.com/asx/a200/betashares-australia-200-etf,"	2170880000",115.5,0.00,0,Financials
ASX:MGF,"Magellan Global Fund (ASX:MGF)",https://www.listcorp.com/asx/mgf/magellan-global-fund,"	2169810000",1.445,0.00,0,Financials
ASX:VEU,"Vanguard All-World Ex-US Shares Index ETF (ASX:VEU)",https://www.listcorp.com/asx/veu/vanguard-all-world-ex-us-shares-index-etf,"	2168370000",73.7,0.00,0,Financials
